0.0591608,92.8125
0.06708204,92.8125
0.08660254,92.8125
0.0969536,92.8125
1.2251531,93.3125
3.8356616,93.6875
3.8356616,93.6875
1.9893969,93.5625
2.9267046,93.25
2.7344654,92.875
0.68665856,92.1875
1.142716,91.875
0.7494665,91.5625
1.5433406,91.1875
4.4129925,90.875


4.380594,86.1875
0.85305333,83.3125
2.49297,81.8125
1.0916959,80.75
0.456618,79.875
0.5817216,77.9375
0.61073726,74.3125
1.1013628,72.9375
0.40112343,72.1875
0.49497473,71.6875
0.29698485,70.125
0.4472136,69.3125
0.3993745,69.0625
0.4619524,68.6875
0.40607882,67.5625
0.96953595,65.9375
0.6894926,65.0
0.5063596,64.5
0.5937171,64.125
0.5507268,63.5
1.5784804,63.0
0.473392,61.4375
0.9263908,60.25
0.67609173,59.75
0.5250714,59.125
0.13416408,58.1875
0.5964059,56.5625
0.91493165,55.6875
0.44777226,55.0625
0.59110063,54.1875
0.8095678,53.5
0.35972214,52.75
0.6894926,51.4375
1.163658,51.125
0.6330877,51.25
