0.0728011,85.5
0.078740075,85.5
0.06403124,85.5
0.06708204,85.5
0.09055386,85.5
0.06708204,85.5
0.08246211,85.5
0.09219545,85.5
0.054772258,85.5
0.081240386,85.5
1.3160926,85.625
2.5597851,85.5
1.3466254,85.375
1.3466254,85.3125
1.3837631,85.125


1.3701825,84.5625
0.38948685,84.3125
0.53693575,84.1875
1.3395895,84.0625
2.0316987,83.25
1.5434377,83.125
1.1344602,82.9375
9.444903,81.6875
5.0458,80.625
3.612506,79.1875
1.0294173,77.1875
0.41773197,76.3125
1.0177426,75.0
0.6715653,74.75
1.2143723,74.0
0.36878178,73.125
0.36878178,72.9375
0.96046865,72.1875
0.8859458,71.625
1.241491,70.5
0.22912878,69.3125
0.46840152,67.75
0.46840152,67.6875
0.59615433,67.1875
0.5390733,66.125
0.6759438,64.75
0.29883105,61.0
0.82006097,60.5625
0.56435806,60.25
0.47169906,59.375
0.34467375,58.9375
0.7119691,58.25
1.3051436,57.5
0.28478062,56.1875
0.31968737,54.625
1.4314328,53.8125
0.4319722,53.375
0.56639206,52.1875
0.4739198,50.8125
0.736546,50.0625
0.33316663,49.375
1.0073729,46.4375
0.6519202,45.375
1.0044402,44.5625
0.77601546,41.0625
1.1951988,40.0625
0.7692854,39.0
1.2980756,37.8125
1.1509126,37.3125
1.0202451,36.25
1.2510396,33.875
0.5711392,30.625
1.3274411,29.5
2.8892212,28.875
0.44698992,29.0625
1.1371895,29.125
