0.74411,98.375,8.375,1
2.865048,95.1875,5.1875,1
2.865048,94.0625,4.0625,1
1.006678,92.5625,2.5625,1
1.006678,91.8125,1.8125,1
1.070747,90.4375,0.4375,1
1.070747,89.8125,0.1875,1
0.244131,85.0625,4.9375,1
0.922063,80.625,9.375,1
2.236471,77.875,12.125,1
2.236471,77.1875,12.8125,1
2.236471,76.0625,13.9375,1
1.760028,73.625,16.375,1
1.09476,72.375,17.625,1
0.634823,70.625,19.375,1
0.57,68.4375,21.5625,1
0.207364,68.1875,21.8125,1
0.807775,68.5,21.5,1
0.735391,69.125,20.875,1
0.561249,69.4375,20.5625,1
0.136015,100.125,10.125,0
0.134536,100.125,10.125,0
0.134536,100.125,10.125,0
0.122474,100.125,10.125,0
0.134536,100.125,10.125,0
0.128062,100.125,10.125,0
0.130384,100.125,10.125,0
0.134907,100.125,10.125,0
0.128062,100.125,10.125,0
0.12083,100.125,10.125,0
0.142127,100.125,10.125,0
0.128062,100.125,10.125,0
0.148997,100.125,10.125,0
0.142829,100.125,10.125,0
1.01612,100.125,10.125,0
0.854517,100.125,10.125,0
0.825772,100.5625,10.5625,0
0.562317,100.8125,10.8125,0
0.413401,100.6875,10.6875,0
0.533667,100.125,10.125,0
0.9005,100,10,0
0.874128,99.625,9.625,0
0.745721,99.375,9.375,0
0.643506,99.0625,9.0625,0
0.059161,92.8125,2.8125,0
0.067082,92.8125,2.8125,0
0.086603,92.8125,2.8125,0
0.096954,92.8125,2.8125,0
1.225153,93.3125,3.3125,0
3.835662,93.6875,3.6875,0
3.835662,93.6875,3.6875,0
1.989397,93.5625,3.5625,0
2.926705,93.25,3.25,0
2.734465,92.875,2.875,0
0.686659,92.1875,2.1875,0
1.142716,91.875,1.875,0
0.749467,91.5625,1.5625,0
1.543341,91.1875,1.1875,0
4.412993,90.875,0.875,0
4.380594,86.1875,3.8125,1
0.853053,83.3125,6.6875,1
2.49297,81.8125,8.1875,1
1.091696,80.75,9.25,1
0.456618,79.875,10.125,1
0.581722,77.9375,12.0625,1
0.610737,74.3125,15.6875,1
1.101363,72.9375,17.0625,1
0.401123,72.1875,17.8125,1
0.494975,71.6875,18.3125,1
0.296985,70.125,19.875,1
0.447214,69.3125,20.6875,1
0.399375,69.0625,20.9375,1
0.461952,68.6875,21.3125,1
0.406079,67.5625,22.4375,1
0.969536,65.9375,24.0625,1
0.689493,65,25,1
0.50636,64.5,25.5,1
0.593717,64.125,25.875,1
0.550727,63.5,26.5,1
1.57848,63,27,1
0.473392,61.4375,28.5625,1
0.926391,60.25,29.75,1
0.676092,59.75,30.25,1
0.525071,59.125,30.875,1
0.134164,58.1875,31.8125,1
0.596406,56.5625,33.4375,1
0.914932,55.6875,34.3125,1
0.447772,55.0625,34.9375,1
0.591101,54.1875,35.8125,1
0.809568,53.5,36.5,1
0.359722,52.75,37.25,1
0.689493,51.4375,38.5625,1
1.163658,51.125,38.875,1
0.633088,51.25,38.75,1
0.072801,85.5,4.5,0
0.07874,85.5,4.5,0
0.064031,85.5,4.5,0
0.067082,85.5,4.5,0
0.090554,85.5,4.5,0
0.067082,85.5,4.5,0
0.082462,85.5,4.5,0
0.092195,85.5,4.5,0
0.054772,85.5,4.5,0
0.08124,85.5,4.5,0
1.316093,85.625,4.375,0
2.559785,85.5,4.5,0
1.346625,85.375,4.625,0
1.346625,85.3125,4.6875,0
1.383763,85.125,4.875,0
1.370183,84.5625,5.4375,1
0.389487,84.3125,5.6875,1
0.536936,84.1875,5.8125,1
1.33959,84.0625,5.9375,1
2.031699,83.25,6.75,1
1.543438,83.125,6.875,1
1.13446,82.9375,7.0625,1
9.444903,81.6875,8.3125,1
5.0458,80.625,9.375,1
3.612506,79.1875,10.8125,1
1.029417,77.1875,12.8125,1
0.417732,76.3125,13.6875,1
1.017743,75,15,1
0.671565,74.75,15.25,1
1.214372,74,16,1
0.368782,73.125,16.875,1
0.368782,72.9375,17.0625,1
0.960469,72.1875,17.8125,1
0.885946,71.625,18.375,1
1.241491,70.5,19.5,1
0.229129,69.3125,20.6875,1
0.468402,67.75,22.25,1
0.468402,67.6875,22.3125,1
0.596154,67.1875,22.8125,1
0.539073,66.125,23.875,1
0.675944,64.75,25.25,1
0.298831,61,29,1
0.820061,60.5625,29.4375,1
0.564358,60.25,29.75,1
0.471699,59.375,30.625,1
0.344674,58.9375,31.0625,1
0.711969,58.25,31.75,1
1.305144,57.5,32.5,1
0.284781,56.1875,33.8125,1
0.319687,54.625,35.375,1
1.431433,53.8125,36.1875,1
0.431972,53.375,36.625,1
0.566392,52.1875,37.8125,1
0.47392,50.8125,39.1875,1
0.736546,50.0625,39.9375,1
0.333167,49.375,40.625,1
1.007373,46.4375,43.5625,1
0.65192,45.375,44.625,1
1.00444,44.5625,45.4375,1
0.776015,41.0625,48.9375,1
1.195199,40.0625,49.9375,1
0.769285,39,51,1
1.298076,37.8125,52.1875,1
1.150913,37.3125,52.6875,1
1.020245,36.25,53.75,1
1.25104,33.875,56.125,1
0.571139,30.625,59.375,1
1.327441,29.5,60.5,1
2.889221,28.875,61.125,1
0.44699,29.0625,60.9375,1
1.13719,29.125,60.875,1
